course_id,course_title,description,prerequisites,course_offering,credits
ART 100,**Drawing I**,"The fundamentals of drawing through creative exercises exploring the principles of line, value, texture, space, and form.
Examines various media and their relationship to expression and composition. Lab 6.
Core Curriculum/Core Requirements: Artistic and Creative Expression
Course Typically Offered: Fall & Spring
Credits: 3",None,Fall & Spring,3
ART 110,**2-D Design**,"Fundamentals of basic design through studio experience. Covers analysis of design, composition and basic perceptual
and aesthetic aspects of color. Uses a series of problems that explore the areas listed above. Lab 6.
Core Curriculum/Core Requirements: Artistic and Creative Expression
Course Typically Offered: Fall & Spring
Credits: 3",None,Fall & Spring,3
ART 119,**Photography**,"A studio course designed to acquaint the student with the process of visual exploration using a camera. The student
learns the basics of camera use and computer post processing while exploring a range of applications including
documentary and fine art photography. The history of the medium and a look at various photographers will build
vocabulary that can be applied to independent work.
Prerequisites: ART 106, or permission of the instructor
Course Typically Offered: Fall and Spring
Credits: 3","ART 106, or permission of the instructor",Fall and Spring,3
ART 180,**Photography I**,"A studio art course that explores the fundamentals of black-and-white photography.
Students develop an understanding of the 35mm film camera; lighting, composition,
and content; film processing and printing in the darkroom; and how photography is a
medium of fine art practice and personal expression. Lab 6.
Core Curriculum/Core Requirements: Artistic and Creative Expression
Prerequisites: Art majors must have permission of advisor.
Course Typically Offered: Fall & Spring
Credits: 3",Art majors must have permission of advisor.,Fall & Spring,3
ART 182,**Photography and Digital Imaging**,"A studio art course that explores the fundamentals of digital photography. Students learn the technology of digital
imaging, with an emphasis on cameras and software as mediums of expression.
Core Curriculum/Core Requirements: Artistic and Creative Expression
Course Typically Offered: Fall, Spring, Summer
Credits: 3",None,"Fall, Spring, Summer",3
ART 200,**Drawing II**,"A continuation of the fundamentals of drawing in black and white media and the introduction of a variety of color media
with continued emphasis on their relationship to expression and composition. Lab 6.
Core Curriculum/Core Requirements:
Prerequisites: ART 100.
Course Typically Offered: Fall & Spring
Credits: 3",ART 100.,Fall & Spring,3
ART 211,**Painting Fundamentals**,"The introductory course in painting. Students learn the fundamental processes of opaque and/or transparent painting
media through intensive studio practice, lecture and demonstration.
Core Curriculum/Core Requirements: Aesthetic Perspectives/Studio
Prerequisites: ART 106, or permission of the instructor
Credits: 3","ART 106, or permission of the instructor",Unknown,3
ART 212,**Illustration**,"This studio course will study the making of images for printed media, including books and advertising print formats.
Topics include page design, image and typographic integration and visual interpretation of text. Specific studio media
include painted and drawn images for reproduction, digital image making, traditional printmaking media processes of
relief, intaglio and silk screen and pulp painting. The course will also include a critical analysis of contemporary and
historical illustrations.
Prerequisites: ART 106 or permission of the instructor
Course Typically Offered: Every Spring
Credits: 3",ART 106 or permission of the instructor,Every Spring,3
ART 216,**Book Arts I**,"This studio course will concentrate on the study of the book as a medium for the expression of the written word. Topics
covered in this course include the cultural and historical development of the book artifact, its materials and methods of
production, the aesthetic integration of typography, text, page, paper and image; printing and methods of book
production, and binding structures. Letterpress printing will be introduced. Books will be edited in small numbers as
prototypes of learning the techniques of production.
Prerequisites: ART 106, or permission of the instructor
Credits: 3","ART 106, or permission of the instructor",Unknown,3
ART 217,**Papermaking I**,"This studio course will explore making paper by hand as a component for the making of edition of paper and images
critical for the making of books. In addition to the exploration of the cooking, beating, and sheet forming of fiber into
paper, students will learn about the history of papermaking, the materials used in the history of writing and printing,
and the aesthetics of material usage as it pertains to interpreting a specific written text or visual image. The course will
also involve a critical analysis of works of art and books using handmade paper and a comparative study of paper made
from assorted fibers, historical and modern.
Prerequisites: ART 106, or permission of the instructor
Credits: 3","ART 106, or permission of the instructor",Unknown,3
ART 218,**Introduction to Printmaking**,"An introduction to the materials and techniques of fine art print production. Woodcut, linocut, etching, engraving and
lithography are some of the processes explored. Class sessions consist of studio work, demonstration, lecture, and group
and individual critiques.
Prerequisites: ART 106, or permission of the instructor
Credits: 3","ART 106, or permission of the instructor",Unknown,3
ART 222,**Socially-Engaged Art**,"Students will be introduced to socially-engaged art, a practice that blurs the line between art and life, emphasizing
participation, collaboration, dialogue and action. Throughout the course, participants will utilize field visits, artists’
dialogues, class discussion and interventions to gain a better understanding of artists, specifically as members of a
community, who intervene in and create structures of participation.
Prerequisites: ENG 101 or permission of instructor.
Course Typically Offered: Variable
Credits: 3",ENG 101 or permission of instructor.,Variable,3
